"problem","model","data_file"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta68_4a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta69_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta33_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta55_4a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta78_8a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta77_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta71_7a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta80_9a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta59_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta74_9a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta47_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta51_4a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta37_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta50_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta73_10a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta75_7a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta75_7a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta73_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta73_10a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta37_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta51_4a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta64_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta74_10a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta74_9a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta71_7a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta55_4a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta54_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta33_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta68_4a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta79_6a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta43_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta48_2a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta72_7a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta74_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta75_10a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta56_4a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta63_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta72_10a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta38_2a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta73_9a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta76_7a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta52_4a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta53_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta34_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta44_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta80_5a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta77_9a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta77_9a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta67_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta80_5a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta34_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta52_4a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta70_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta76_7a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta73_9a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta72_10a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta40_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta56_4a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta57_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta48_2a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta72_7a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta72_7a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta48_2a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta75_10a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta74_5a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta56_4a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta57_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta40_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta72_10a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta63_5a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta38_2a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta70_5a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta53_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta34_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta44_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta67_5a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta80_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta77_9a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta67_5a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta44_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta52_4a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta53_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta70_5a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta76_7a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta38_2a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta73_9a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta63_5a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta40_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta57_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta74_5a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta75_10a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta46_2a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta80_10a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta59_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta58_4a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta75_8a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta64_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta74_6a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta36_2a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta71_8a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta60_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta61_4a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta69_5a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta54_5a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta79_9a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta32_2a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta77_10a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta77_10a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta32_2a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta54_5a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta69_5a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta60_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta80_6a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta71_8a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta78_7a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta42_2a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta78_10a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta36_2a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta74_6a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta64_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta65_4a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta75_8a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta59_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta80_10a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta46_2a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta75_8a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta58_4a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta64_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta65_4a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta36_2a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta42_2a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta78_7a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta78_10a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta80_6a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta61_4a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta77_10a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta79_9a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta54_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta79_9a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta32_2a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta69_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta60_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta61_4a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta71_8a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta80_6a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta78_10a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta42_2a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta78_7a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta74_6a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta65_4a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta59_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta58_4a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta80_10a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta46_2a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta79_10a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta71_10a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta35_2a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta70_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta67_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta66_4a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta76_8a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta79_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta45_2a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta57_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta73_6a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta49_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta62_4a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta39_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta41_2a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta41_2a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta72_8a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta39_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta63_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta62_4a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta31_2a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta45_2a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta76_10a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta66_4a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta77_6a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta71_10a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta53_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta79_10a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta35_2a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta79_10a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta53_5a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta77_6a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta70_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta67_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta76_8a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta79_5a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta76_10a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta45_2a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta57_5a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta31_2a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta49_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta73_6a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta63_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta62_4a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta72_8a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta39_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta41_2a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta72_8a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta63_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta49_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta73_6a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta31_2a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta57_5a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta76_10a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta79_5a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta76_8a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta67_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta66_4a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta70_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta77_6a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta53_5a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta35_2a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta71_10a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta76_6a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta70_4a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta52_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta44_2a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta67_4a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta40_2a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta62_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta63_4a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta73_8a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta38_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta38_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta63_4a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta40_2a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta56_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta72_6a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta48_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta77_8a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta66_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta67_4a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta44_2a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta78_5a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta34_2a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta70_4a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta76_6a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta70_4a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta52_5a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta34_2a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta78_5a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta66_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta67_4a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta77_8a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta48_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta72_6a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta56_5a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta40_2a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta62_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta73_8a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta73_8a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta38_3a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta62_3a_alloc3.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta63_4a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta56_5a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta48_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta72_6a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta77_8a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta66_3a_alloc2.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta44_2a_alloc1.dzn"
"jobshop","jobshop/jobshop.mzn","jobshop/dzn/ta78_5a_alloc2.dzn"
